item_nm,cost,item_dtl_dv,tier,dmg,dfs,cri,con,accuracy_rate,point_rate,weight,speed,ctype(분류),stype1(원근부위),stype2(성별),clyn,order,img_src,illegal,size,_id
[지원] 노틸러스 소드,0,도검,3,39825,0,22,0,0.64,1,160,70,1,2,1,Y,300,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/159.gif,N,소형,5b76866001864d0bd4541387
[지원] 노틸러스 해머,0,둔기,3,49951,0,16,0,0.57,0.5,250,19,1,2,1,Y,301,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/157.gif,N,중형,5b76866001864d0bd4541386
[지원] 노틸러스 엑스,0,도끼,3,41346,0,23,0,0.61,0.6,215,27,1,2,1,Y,302,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/158.gif,N,중형,5b76866001864d0bd4541388
[지원] 노틸러스 스피어,0,장창,3,12066,0,21,0,0.62,0.95,130,70,1,2,1,Y,303,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/156.gif,N,소형,5b76866001864d0bd4541385
[CL] 베라모스 블레이드,0,도검,5,12713,0,27,0,0.73,0.5,75,75,1,2,1,Y,304,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/31.gif,N,소형,5b359607ce52634c605eb9f5
[CL] 베라모스 스피어,0,장창,5,4000,0,25,0,0.7,0.6,68,75,1,2,1,Y,305,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/4001.gif,N,소형,5b359607ce52634c605eb9f6
[CL] 베라모스 메이스,0,둔기,5,13080,0,27,0,0.65,0.4,108,27,1,2,1,Y,306,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/130.gif,N,중형,5b359607ce52634c605eb9f7
[CL] 베라모스 엑스,0,도끼,5,10877,0,30,0,0.69,0.45,95,35,1,2,1,Y,307,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/132.gif,N,중형,5b359607ce52634c605eb9f8
[CL] 처형자의 검,0,도검,6,26015,0,24,0,0.7,0.5,98,75,1,2,1,Y,308,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/34.gif,N,소형,5b359607ce52634c605eb9f9
[CL] 처형자의 창,0,장창,6,7707,0,24,0,0.68,0.55,75,75,1,2,1,Y,309,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/135.gif,N,소형,5b359607ce52634c605eb9fa
[CL] 언월도,0,미늘창,6,4949,0,21,0,0.65,0,110,32,1,2,1,Y,310,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/4002.gif,N,중형,5b359607ce52634c605eb9fb
[CL] 처형자의 해머,0,둔기,6,30853,0,20,0,0.63,0.35,150,25,1,2,1,Y,311,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/4063.gif,N,중형,5b359607ce52634c605eb9fc
[CL] 처형자의 도끼,0,도끼,6,25122,0,27,0,0.67,0.4,130,35,1,2,1,Y,312,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/4004.gif,N,중형,5b359607ce52634c605eb9fd
[CL] 청룡창,0,장창,7,9653,0,22,0,0.65,0.6,99,70,1,2,1,Y,313,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/4064.gif,N,소형,5b359607ce52634c605eb9fe
[CL] 청룡언월도,0,미늘창,7,6206,0,17,0,0.6,0,125,32,1,2,1,Y,314,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/4002.gif,N,중형,5b359607ce52634c605eb9ff
[CL] 청룡해머,0,둔기,7,38917,0,18,0,0.6,0.3,210,23,1,2,1,Y,315,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/134.gif,N,중형,5b359607ce52634c605eba00
[CL] 청룡검,0,도검,7,32549,0,23,0,0.67,0.6,135,70,1,2,1,Y,316,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/4065.gif,N,소형,5b359607ce52634c605eba01
[CL] 청룡도끼,0,도끼,7,32251,0,24,0,0.64,0.45,170,31,1,2,1,Y,317,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/4062.gif,N,중형,5b359607ce52634c605eba02
[CL] ChainSaw Edge(Critical),0,도검,8,50008,0,66,0,0.27,0.65,0,70,1,2,1,Y,318,/resource/img/CB001.gif,Y,소형,5b48669e0c8b05387043e464
[CL] Armament Axe,0,도끼,8,48016,0,44,0,0.55,0.65,0,35,1,2,1,Y,319,/resource/img/CB002.gif,Y,중형,5b48669e0c8b05387043e465
[CL] Pinkie Hammer Head,0,둔기,8,62060,0,15,0,0.55,0.65,0,17,1,2,1,Y,320,/resource/img/CB003.gif,Y,대형,5b48669e0c8b05387043e466
[CL] Axis T halberd,0,미늘창,8,10124,0,18,0,0.75,0,0,25,1,2,1,Y,321,/resource/img/CB004.gif,Y,중형,5b48669e0c8b05387043e467
[CL] 암영(暗影),0,장창,8,2254,0,22,0,0.64,0.65,0,70,1,2,1,Y,322,/resource/img/CB005.gif,Y,소형,5b48669e0c8b05387043e468
[CL] 노틸러스 스피어,0,장창,8,12066,0,21,0,0.62,0.6,130,70,1,2,1,Y,323,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/156.gif,N,소형,5b359607ce52634c605eba03
[CL] 노틸러스 해머,0,둔기,8,49951,0,16,0,0.57,0.3,250,19,1,2,1,Y,324,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/157.gif,N,중형,5b359607ce52634c605eba04
[CL] 노틸러스 소드,0,도검,8,40656,0,22,0,0.64,0.65,160,70,1,2,1,Y,325,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/159.gif,N,소형,5b359607ce52634c605eba05
[CL] 노틸러스 엑스,0,도끼,8,41346,0,23,0,0.61,0.4,215,27,1,2,1,Y,326,http://image.mgame.com/mgamezzang/games/eternalcity_cms/attack/158.gif,N,중형,5b359607ce52634c605eba06
