item_nm,cost,item_dtl_dv,tier,dmg,dfs,cri,con,accuracy_rate,point_rate,weight,speed,ctype(분류),stype1(원근부위),stype2(성별),clyn,order,img_src,illegal,size,_id
지니의 왼손 반지 (공방 1티어),0,왼손반지,11,1,100,0,0,0,0,0,11,11,,,N,1,/resource/img/CB051.gif,N,,
지니의 왼손 반지 (공방 3티어),0,왼손반지,11,3,200,0,0,0,0,0,11,11,,,N,2,/resource/img/CB051.gif,N,,
지니의 왼손 반지 (공방 6티어),0,왼손반지,11,6,400,0,0,0,0,0,11,11,,,N,3,/resource/img/CB051.gif,N,,
지니의 왼손 반지 (공방 8티어),0,왼손반지,11,8,900,0,0,0,0,0,11,11,,,N,4,/resource/img/CB051.gif,N,,
지니의 왼손 반지 (공체 1티어),0,왼손반지,11,1,0,0,100,0,0,0,11,11,,,N,5,/resource/img/CB051.gif,N,,
지니의 왼손 반지 (공체 3티어),0,왼손반지,11,3,0,0,200,0,0,0,11,11,,,N,6,/resource/img/CB051.gif,N,,
지니의 왼손 반지 (공체 6티어),0,왼손반지,11,6,0,0,400,0,0,0,11,11,,,N,7,/resource/img/CB051.gif,N,,
지니의 왼손 반지 (공체 8티어),0,왼손반지,11,8,0,0,900,0,0,0,11,11,,,N,8,/resource/img/CB051.gif,N,,
지니의 왼손 반지 (방체 1티어),0,왼손반지,11,0,150,0,100,0,0,0,11,11,,,N,9,/resource/img/CB051.gif,N,,
지니의 왼손 반지 (방체 2티어),0,왼손반지,11,0,250,0,200,0,0,0,11,11,,,N,10,/resource/img/CB051.gif,N,,
지니의 왼손 반지 (방체 3티어),0,왼손반지,11,0,400,0,300,0,0,0,11,11,,,N,11,/resource/img/CB051.gif,N,,
지니의 왼손 반지 (방체 4티어),0,왼손반지,11,0,500,0,400,0,0,0,11,11,,,N,12,/resource/img/CB051.gif,N,,
지니의 왼손 반지 (방체 6티어),0,왼손반지,11,0,700,0,600,0,0,0,11,11,,,N,13,/resource/img/CB051.gif,N,,
지니의 왼손 반지 (방체 8티어),0,왼손반지,11,0,800,0,900,0,0,0,11,11,,,N,14,/resource/img/CB051.gif,N,,
